timestamp,elapsed_s,http_code,response_time_s,success,curl_exit,error
2026-08-14T09:08:02Z,81,200,0.215190,1,0,""
2026-08-14T09:08:04Z,83,200,0.212498,1,0,""
2026-08-14T09:08:06Z,85,200,0.207680,1,0,""
2026-08-14T09:08:08Z,87,200,0.209026,1,0,""
2026-08-14T09:08:10Z,89,200,0.217236,1,0,""
2026-08-14T09:08:13Z,92,200,0.222276,1,0,""
2026-08-14T09:08:15Z,94,200,0.215330,1,0,""
2026-08-14T09:08:17Z,96,200,0.215939,1,0,""
2026-08-14T09:08:19Z,98,200,0.232582,1,0,""
2026-08-14T09:08:22Z,101,200,0.203145,1,0,""
2026-08-14T09:08:24Z,103,200,0.203264,1,0,""
2026-08-14T09:08:26Z,105,200,0.219155,1,0,""
2026-08-14T09:08:28Z,107,200,0.224427,1,0,""
2026-08-14T09:08:30Z,109,200,0.201382,1,0,""
2026-08-14T09:08:33Z,112,200,0.221481,1,0,""
2026-08-14T09:08:35Z,114,200,0.206464,1,0,""
2026-08-14T09:08:37Z,116,200,0.212093,1,0,""
2026-08-14T09:08:39Z,118,200,0.220849,1,0,""
2026-08-14T09:08:42Z,121,200,0.210226,1,0,""
2026-08-14T09:08:44Z,123,200,0.211527,1,0,""
2026-08-14T09:08:46Z,125,200,0.222302,1,0,""
2026-08-14T09:08:48Z,127,200,0.230567,1,0,""
2026-08-14T09:08:51Z,130,200,0.208706,1,0,""
2026-08-14T09:08:53Z,132,200,0.203571,1,0,""
2026-08-14T09:08:55Z,134,200,0.215666,1,0,""
2026-08-14T09:08:57Z,136,200,0.210091,1,0,""
2026-08-14T09:09:00Z,139,200,0.252150,1,0,""
2026-08-14T09:09:02Z,141,200,0.206037,1,0,""
2026-08-14T09:09:04Z,143,200,0.484602,1,0,""
2026-08-14T09:09:07Z,146,200,0.240959,1,0,""
2026-08-14T09:09:09Z,148,200,0.224575,1,0,""
2026-08-14T09:09:11Z,150,200,0.207928,1,0,""
2026-08-14T09:09:13Z,152,200,0.214750,1,0,""
2026-08-14T09:09:15Z,154,200,0.210772,1,0,""
2026-08-14T09:09:18Z,157,200,0.211605,1,0,""
2026-08-14T09:09:20Z,159,200,0.220563,1,0,""
2026-08-14T09:09:22Z,161,200,0.218247,1,0,""
2026-08-14T09:09:24Z,163,200,0.206054,1,0,""
2026-08-14T09:09:27Z,166,200,0.233054,1,0,""
2026-08-14T09:09:29Z,168,200,0.221572,1,0,""
2026-08-14T09:09:31Z,170,200,0.215829,1,0,""
2026-08-14T09:09:33Z,172,200,0.222838,1,0,""
2026-08-14T09:09:36Z,175,200,0.220594,1,0,""
2026-08-14T09:09:38Z,177,200,0.207678,1,0,""
2026-08-14T09:09:40Z,179,200,0.208278,1,0,""
2026-08-14T09:09:42Z,181,200,0.197717,1,0,""
2026-08-14T09:09:44Z,183,200,0.221392,1,0,""
2026-08-14T09:09:47Z,186,200,0.216604,1,0,""
2026-08-14T09:09:49Z,188,200,0.205323,1,0,""
2026-08-14T09:09:51Z,190,200,0.229131,1,0,""
2026-08-14T09:09:53Z,192,200,0.211629,1,0,""
2026-08-14T09:09:56Z,195,200,0.199995,1,0,""
2026-08-14T09:09:58Z,197,200,0.200258,1,0,""
2026-08-14T09:10:00Z,199,200,0.197615,1,0,""
2026-08-14T09:10:02Z,201,200,0.242461,1,0,""
2026-08-14T09:10:04Z,203,200,0.201812,1,0,""
2026-08-14T09:10:07Z,206,200,0.226034,1,0,""
2026-08-14T09:10:09Z,208,200,0.216716,1,0,""
2026-08-14T09:10:11Z,210,200,0.207963,1,0,""
2026-08-14T09:10:13Z,212,200,0.198700,1,0,""
2026-08-14T09:10:16Z,215,200,0.208704,1,0,""
2026-08-14T09:10:18Z,217,200,0.193990,1,0,""
2026-08-14T09:10:20Z,219,200,0.202255,1,0,""
2026-08-14T09:10:22Z,221,200,0.205681,1,0,""
2026-08-14T09:10:24Z,223,200,0.202684,1,0,""
2026-08-14T09:10:27Z,226,200,0.211617,1,0,""
2026-08-14T09:10:29Z,228,200,0.208666,1,0,""
2026-08-14T09:10:31Z,230,200,0.209175,1,0,""
2026-08-14T09:10:33Z,232,200,0.204443,1,0,""
2026-08-14T09:10:36Z,235,200,0.213848,1,0,""
2026-08-14T09:10:38Z,237,200,0.211639,1,0,""
2026-08-14T09:10:40Z,239,200,0.202661,1,0,""
2026-08-14T09:10:42Z,241,200,0.212052,1,0,""
2026-08-14T09:10:44Z,243,200,0.207243,1,0,""
2026-08-14T09:10:47Z,246,200,0.220882,1,0,""
2026-08-14T09:10:49Z,248,200,0.209701,1,0,""
2026-08-14T09:10:51Z,250,200,0.205513,1,0,""
2026-08-14T09:10:53Z,252,200,0.224764,1,0,""
2026-08-14T09:10:56Z,255,200,0.214440,1,0,""
2026-08-14T09:10:58Z,257,200,0.206818,1,0,""
2026-08-14T09:11:00Z,259,200,0.253022,1,0,""
2026-08-14T09:11:02Z,261,200,0.212570,1,0,""
2026-08-14T09:11:05Z,264,200,0.204993,1,0,""
2026-08-14T09:11:07Z,266,200,0.215993,1,0,""
2026-08-14T09:11:09Z,268,200,0.231003,1,0,""
2026-08-14T09:11:11Z,270,200,0.214569,1,0,""
2026-08-14T09:11:14Z,273,200,0.207979,1,0,""
2026-08-14T09:11:16Z,275,200,0.210749,1,0,""
2026-08-14T09:11:18Z,277,200,0.203234,1,0,""
2026-08-14T09:11:20Z,279,200,0.221999,1,0,""
2026-08-14T09:11:22Z,281,200,0.236331,1,0,""
2026-08-14T09:11:25Z,284,200,0.208062,1,0,""
2026-08-14T09:11:27Z,286,200,0.219523,1,0,""
2026-08-14T09:11:29Z,288,200,0.205688,1,0,""
